Bearing Degradation;轴承弱化(温度)阈值;
Bearing Delta P;轴承进出口压差;
Bearing Inlet Pressure;轴承进口压力;
Bearing Outlet Pressure;轴承出口压力;
Bearing Press Thresholds;制冷剂压差阈值;
Bearing in Trans Volt;轴承进口压力反馈电压;
Bearing out Trans Volt;轴承出口压力反馈电压;
Benshaw Starter = 8;Benshaw启动柜 = 8;
Board Software PN;电路板软件版本;
Both;两者;
Brake Check;制动检查;
Brake IGBT Fault;制动IGBT故障;
Brake OverLoad;制动器过载;
Brake Res Short Cir;制动电阻器短路;
Brine;盐水;
Broadcast Menu;广播菜单;
Broken Belt;皮带断裂;
Browser;浏览器;
Brush Condenser Tubes;刷洗冷凝管;
Brush Cooler Tubes;刷洗蒸发管;
CAPACITY;冷量;
CCN Baud Rate;CCN波特率;
CCN Bus Number;CCN总线地址;
CCN Element Number;CCN单元地址;
CCN Port J7 Term Res;CCN端口J7终端电阻;
CLOSE;关闭;
CLOUD test status :;云端连接状态;
CONFIG TABLE;配置表;
CPU & Memory Usage;CPU/内存使用;
CPU Usage;CPU使用率;
CSM group ID;Preview text;
CTRL PNT;控制点;
Cal Surge Delta Tsmax;计算的最大喘振饱和温度差;
Cal Surge Delta Tsmed;计算的中间喘振饱和温度差;
Cal Surge Delta Tsmin;计算的最小喘振饱和温度差;
Calc High Lift SRD Pos;计算高扬程扩压器位置;
Calc Low Lift SRD Pos;计算低扬程扩压器位置;
Calc Ref Delta Tsat;计算参考饱和温差;
Calc Voltage Factor Run;运行时线电压计算因数;
Calc Voltage Factor Stop;停机时线电压计算因数;
Calculated Capacity;计算负荷;
Calculated SRD Position;计算扩压器位置;
Calib Pres1(0 PSIG);校准压力点1(0kPa);
Calib Pres2(10-30PSIG);校准压力点2(70-200kPa);
Calib Pres2(100-250PSIG);校准压力点2(690-1700kPa);
Calib Pres2(Unit:PSIG);校准压力点2(单位:kPa);
Calibrate Thermistor (Water);校准温度传感器(水侧);
Calibrate Transducer;校准压力传感器;
Calibrated Intercept;校准截距;
Calibrated Slope;校准斜率;
Calibration Completed;校准完成;
Calibration Factor Error;校准参数错误;
Calibration Factor;校准因数;
Can not mount USB. Please check USB format;不能加载U盘，请检查U盘格式;
Cancel  ;取消;
Cancel;取消;
Cannot communicate to server  ;不能与服务器通讯;
Capacity Control;冷量控制;
Capacity Dec Cond Pres;高冷凝器压力要求卸载;
Capacity Dec Hi Current;高电流要求卸载;
Capacity Dec Low SST;低饱和吸气温度要求卸载;
Capacity Dec Low Temp;制热时低冷水出水要求卸载;
Capacity Dec Motor Temp;高电机温度要求卸载;
Capacity Decrease Demand;负荷限制要求卸载;
Capacity Decrease Flag;要求卸载;
Capacity Decrease Surge;喘振要求卸载;
Capacity Decrease;要求卸载;
Capacity Delta;冷量控制改变量;
Capacity Inh Cond Pres;高冷凝器压力要求禁止加载;
Capacity Inh Hi Current;高电流要求禁止加载;
Capacity Inh Low SST;低饱和吸气温度要求禁止加载;
Capacity Inh Motor Temp;高电机温度要求禁止加载;
Capacity Inhibit Demand;负荷限制要求禁止加载;
Capacity Inhibit Flag;禁止加载;
Capacity Inhibit Ramping;缓慢加载要求禁止加载;
Capacity Inhibit;禁止加载;
Carrier 32VS VFD = 2;开利32VS变频器 = 2;
Carrier Service Call:;开利客服电话:;
Certificate not found;未加载证书;
Change password failed;修改密码失败;
Change password;修改密码;
Change user password;修改用户密码;
Chart title  ;表名;
Check State;电机状态;
Chemically Clean Condenser Tubes;化学清洗冷凝管;
Chemically Clean Cooler Tubes;化学清洗蒸发管;
Chill Water Pulldown/Min;冷水每分钟降温;
Chilled  Water Delta P;冷水压力差;
Chilled  Water Pump;冷水水泵;
Chilled Delta P Offset;冷水压力差偏移量;
Chilled Flow Status;冷水流量状态;
Chilled Medium Type;载冷剂类型;
Chilled Water Delta P;冷水压力差;
Chilled Water Delta T;冷水水温差;
Chilled Water Flow Input;冷水水流量输入;
Chilled Water Flow Value;冷水水流量值;
Chilled Water Flow;冷水水流;
Chilled Water Pres Drop;冷水进出水压降输入;
Chilled Water Pump;冷水水泵;
Chiller Connection Type;机组连接类型;
Chiller Lockout Terminated;机组结束锁定;
Chiller Lockout in Effect;机组锁定中;
Chiller Lockout;机组锁定;
Chiller Name;机组名称;
Chiller Off;机组停机;
Chiller Run Status Relay;机组运行状态继电器输出;
Chiller Start or in Quick Test, Pumpdown/Lockout Denied.;机组运行中或快速测试中,拒绝访问;
Chiller Start/Stop;机组 启动/停止;
Chiller Status (Analog);机组状态(模拟量);
Chiller Status Code;机组状态代码;
Chiller Status(Discrete);机组状态(数字量);
Chiller Status:;机组状态:;
Chiller Tripout;机组跳断;
Chiller Type;机组类型;
Cl=0,Inter=1,Op=2,Fail=3;全关=0,中间=1,全开=2,失效=3;
Clear;清除;
Close;闭合;
Close=0, Hold=1, Open=2;关闭=0,保持=1,开启=2;
Closed;全关;
Comb;组合;
Combine;组合;
Command Sent;命令发送;
Common CHWR Temp;总管回水温度;
Common CHWS Temp;总管供水温度;
Common Sensor Option;总管水温传感器选项;
Communication Timeout;通讯超时;
Communication;通信;
Communications;通信;
Comp Based Speed Hz;压缩机基准转速;
Comp Bearing Alert DV;压缩机轴承温度警告值(DV);
Comp Bearing Alert R6/7;压缩机轴承温度警告值(R6/7);
Comp Bearing Factor;压缩机轴承温度修正系数;
Comp Bearing Temp Alert;压缩机轴承温度警告值;
Comp Bearing Temp Trip;压缩机轴承温度跳断值;
Comp Bearing Trip DV;压缩机轴承跳断值(DV);
Comp Bearing Trip R6/7;压缩机轴承跳断值(R6/7);
Comp Discharge Alert;压缩机排气警告值;
Comp Discharge Temp;压缩机排气温度;
Comp Frequency 100%;压缩机最大频率;
Comp Motor Temp Override;压缩机电机温度优先控制值;
Comp Refrig Press;压缩机设计压力;
Comp Running Time;压缩机连续运行时间;
Comp Total Running Hrs;压缩机累计运行时间;
Comp(1Stage=0, 2Stage=1);压缩机(单级=0,双级=1);
Comp1 Run State Val;压缩机运行状态;
Compensation ia;A相补偿电流;
Compensation ib;B相补偿电流;
Compensation ic;C相补偿电流;
Compressor Run Contact;压缩机运行触点;
Compressor Running Hours;压缩机运行小时;
Compressor Running;压缩机运行状态;
Compressor Speed 100%;压缩机电机100%频率;
Compressor Start Contact;压缩机启动触点;
Compressor Start Relay;压缩机启动继电器;
Compressor Starts Num;压缩机启动次数;
Compressor Starts Number;压缩机启动次数;
Compressor Status;压缩机状态;
Compressor is Running;压缩机运行;
Compressor/Motor Repair;维修压缩机/马达;
Compressor1 Run Status;压缩机1运行状态;
Cond Approach Alert;冷凝器换热温差警告;
Cond CV (DV Lube Sled);冷凝器控制阀;
Cond Charging (Ref Lube);冷凝器补液阀;
Cond Charging VLV Force;冷凝器补液阀强制;
Cond Charging VLV Tgt;冷凝器补液阀强制位置;
Cond Drain CV Tgt;冷凝器回液控制阀强制值;
Cond Drain CV;冷凝器回液控制阀;
Cond Enter Water Volts;冷却水进水压力反馈电压;
Cond Entering Water P;冷却水进水压力;
Cond Flow Delta P Cutout;冷凝器流量压差跳断值;
Cond Flow Rate Baseline;冷凝器水流量基准值;
Cond Flow Status;冷却水流量状态;
Cond Hi Flow Alarm;冷凝器流量高报警;
Cond Hi Flow DP Limit;冷凝器流量高压差限制值;
Cond Leave Water Volts;冷却水出水压力反馈电压;
Cond Leaving Water P;冷却水出水压力;
Cond P Override Value;冷凝器压力优先控制值;
Cond Pre Cutout DV 44;19DV冷凝压力跳断值44;
Cond Pre Cutout DV 72;19DV冷凝压力跳断值72;
Cond Pre Override DV 44;19DV冷凝压力优先控制值44;
Cond Pre Override DV 72;19DV冷凝压力优先控制值72;
Cond Pres Drop Baseline;冷凝器水压降基准值;
Cond Pres Trans Volts;冷凝器压力反馈电压;
Cond Press Calibration;冷凝器压力校准激活;
Cond Press Cutout High;高压冷凝器压力跳断值;
Cond Press Cutout Low;低压冷凝器压力跳断值;
Cond Press Override High;高压冷凝器压力优先控制值;
Cond Press Override Low;低压冷凝器压力优先控制值;
Cond Press Trip Value;冷凝器压力跳断值;
Cond Pump Req Diagnostic;诊断要求冷却水水泵启动;
Cond Pump Req Frozen;冻结要求冷却水水泵启动;
Cond Pump Req Override;优先控制要求冷却水水泵启动;
Cond Pump Req Prestart;预启动要求冷却水水泵启动;
Cond Pump Req Pumpdown;泵出要求冷却水水泵启动;
Cond Pump Req Shutdown;关机要求冷却水水泵启动;
Cond Pump Req Startup;开启要求冷却水水泵启动;
Cond Pump Req Tower;冷却塔要求冷却水水泵启动;
Cond Refrig Shell MAWP;冷凝器壳侧最大工作压力;
Cond Refrig Vapor Temp;冷凝器制冷剂气体温度;
Cond Sat  Refrig Temp;饱和冷凝温度;
Cond Sat Refrig Temp;饱和冷凝温度;
Cond Valve (Ref Lube);冷凝器控制阀;
Cond Water Flow Input;冷却水水流量输入;
Cond Water Flow Switch;冷却水水流量开关;
Cond Water Flow Value;冷却水水流量值;
Cond Water Pres Drop;冷却水进出水压降输入;
Cond Water Pulldown/Min;冷却水每分钟降温;
Condenser  Pressure;冷凝器压力;
Condenser  Water Pump;冷水水泵;
Condenser Approach;冷凝器换热温差;
Condenser CV Force;冷凝器控制阀强制;
Condenser CV Forced Tgt;冷凝器控制阀强制位置;
Condenser Charging VLV;冷凝器补液阀;
Condenser Delta P Offset;冷却水压力差偏移量;
Condenser Drain Valve;冷凝器回液控制阀;
Condenser Flush Alert;冷凝器冲洗需求提醒;
Condenser Flush in Progress;冷凝器冲洗进行中;
Condenser Freeze Point;冷凝器冻结点;
Condenser Frozen;冷凝器冻结;
Condenser High Pressure;冷凝压力高;
Condenser Pressure;冷凝器压力;
Condenser Status;冷凝器状态;
Condenser Water Delta P;冷却水压力差;
Condenser Water Delta T;冷却水水温差;
Condenser Water Flow;冷却水水流;
Condenser Water Pump;冷却水水泵;
Condflsh;冷凝器冲洗;
Config Date;设置当前日期;
Config Time;设置当前时间;
Configuration Menu;配置菜单;
Confirm Start;确认启动;
Confirm Stop;确认停止;
Confirm new user password;确认新密码;
Continue?;继续?;
Continuous;连续;
Control Identification;控制器信息;
Control Mode:;控制模式：;
Control Mode;控制模式;
Control Point Error;控制点误差;
Control Point Reset;控制点修正;
Control Point;控制点;
Control Word Timeout;控制字超时;
Controlled DT Full Reset;被控水温差满修正值;
Controlled DT No Reset;被控水温差无修正值;
Controlled Fluid DB;载冷剂温度控制死区;
Controlled Water DT;控制水温差;
Controlled Water Temp;被控水温;
Controller Uptime;控制器上电时间;
Cool Only=0, Heat Mach=1;单冷=0,热泵=1;
Cool;制冷;
Cooling ECW Setpoint;制冷冷水进水设定点;
Cooling LCW Setpoint;制冷冷水出水设定点;
Cooling/Heating Select;制冷/制热模式选择;
Core Board Message;核心板信息;
Core board - Boot loader Build info;核心板 - 引导加载程序构建信息;
Core board - Boot loader Version;核心板 - 引导加载程序版本;
Core board - OS Build info;核心板 - 操作系统构建信息;
Core board - OS Version;核心板 - 操作系统版本;
Could not start log collection... Please try again;数据导出失败，请重试;
Country Code;国家代码;
Ctrl Card over Temp;控制卡温度过高;
Ctrltest;控制测试;
Current Alarm 1;目前报警状态1;
Current Alarm 2;目前报警状态2;
Current Alarm 3;目前报警状态3;
Current Alarm 4;目前报警状态4;
Current Alarm 5;目前报警状态5;
Current Alarms  ;当前报警;
Current Alarms;当前报警;
Current Date;当前日期;
Current Imbal Persist;电流不平衡持续时间;
Current Imbal Threshold;电流不平衡率阈值;
Current Imbalance;电流不平衡;
Current Phase A;A相电流;
Current Phase B;B相电流;
Current Phase C;C相电流;
Current Pressure;当前压力;
Current Time;当前时间;
Custom1;Custom1;
Customer Alert Option;客户警告选项;
Customer Alert;客户警告;
DAYLIGHT SAVINGS SELECT;夏令时选择;
DB points access issue;数据库禁止访问;
DC Bus Voltage Reference;直流母线参考电压;
DC Bus Voltage;直流母线电压;
DC Link over Voltage;直流过压;
DC Link under Voltage;直流欠压;
DCIB Soft Part Number;DCIB 软件版本号;
DNS IP 1;DNS IP 1;
DNS IP 2;DNS IP 2;
DNS IP invalid;DNS IP无效;
DNS applied successfully;DNS应用成功;
DSH Deadband for LBP;液路旁通排气过热度温差;
DTS@GV Opening 1;饱和温差@导叶开度1;
DTS@GV Opening 2;饱和温差@导叶开度2;
DV:10-30, Others:100-250;DV:70-200, 其它:690-1700;
Daily PG Pumpout Limit;每日泵出时间限制;
Daily Pumpout Limit;每日泵出时间限制;
Daily Pumpout in 7 Days;一周内日均泵出时间;
Damper Valve Calibration;经济器调节阀校准;
Damper Valve Status;调节阀状态;
Damper Valve;经济器调节阀;
Danfoss VFD = 7;丹佛斯变频器 = 7;
Danfoss VFD Alarm;丹佛斯变频器报警;
Danfoss VFD Interlock;丹佛斯变频器互锁;
Dangerous Failure;危险故障;
Date(YYYY/MM/DD)  ;日期(YYYY/MM/DD);
Date/Time  ;日期/时间;
Date/Time Configuration;日期/时间配置;
Daylight Savings Time  ;夏令时;
Daylight Savings Time;每日保存时间;
Deadband;死区;
Deadband=3, Noise=4;死区=3, 高噪音区间=4;
Dec  ;十二月;
December;十二月;
Decrease Ramp Time;频率下降时间;
Deg Reset Water DT Full;水温差满修正值;
Degree =0, Percentage =1;角度 =0, 百分比 =1;
Degrees Reset at 20mA;20mA时温度修正值;
Dehydration;脱水;
Delete ISM Config;删除ISM板卡内配置;
Delete VFD Config;删除变频器配置;
Delete;删除;
Delete=Yes, Keep=No;删除=是, 保留=否;
Delta Tsat Surge Value;自学习喘振时饱和温差;
Demand Limit - Capacity Decrease;负荷限制-卸载;
Demand Limit - Capacity Inhibit;负荷限制-禁止加载;
Demand Limit - Inhibit Clamp;负荷限制-限制加载率;
Demand Limit - by 4-20 mA;负荷限制-4-20毫安信号;
Demand Limit - by Loadshed Redline;负荷限制-负荷释放红线;
Demand Limit - by Local Signal;负荷限制-本地信号;
Demand Limit - by Network Command;负荷限制-网络命令;
Demand Limit Inh Clamp;负荷限制钳制步长;
Demand Limit Inhibit;负荷限制禁止加载中;
Demand Limit Prop Band;负荷限制比例带;
Demand Limit Source;负荷限制源;
Demand Limit Type;负荷限制类型;
Demand Limit at 20 mA;20mA时负荷限制值;
Demand Limit;负荷限制进行中;
Demand;负荷限制;
Derivatived EWT Gain;进水温度微分增益;
Deter Start Stop Command;开机停机命令;
Deutsch;Deutsch;
Developer data copy in progress;正在导出系统日志;
Device Description;设备描述;
Diff Press Calibration;扩压器压力校准激活;
Diffuser Actual Pos;可变扩压器实际位置;
Diffuser Fault;扩压器位置错误;
Diffuser Full Span mA;扩压器满量程mA值;
Diffuser Option;扩压器选项;
Diffuser Output mA;可变扩压器输出;
Diffuser Pos;扩压器位置;
Diffuser Pres Tran Volts;扩压器压力反馈电压;
Diffuser Pressure;可变扩压器压力;
Diffuser Target Pos;扩压器目标位置;
Digital=0, Analog=1;数字=0,模拟=1;
Disable;停用;
Disable=0, Lead=1, Lag=2;停用=0,领先=1,滞后=2;
Disable=0, Surge=1;停用=0,喘振=1;
Disable=0, Sys Force=1;禁止=0, 抽气系统强制=1;
Disable=0, Volt=1, mA=2;禁用=0, 电压=1, 毫安=2;
Disable=0;禁止=0;
Discharge Gas Temp Reset;排气温度偏移量;
Discharge Superheat;排气过热度;
Displacement Switch;叶轮位移开关;
Display Trend  ;显示趋势图;
Display Trend;显示趋势图;
Done;完成;
Drive Initialized;变频器初始化完毕;
Dynamic Demand Limit;动态负荷限制控制;
E-Mail Function;电子邮件功能;
E-Mail;电子邮件配置;
EC Valve Option;先进稳定控制阀选项;
EC/HG Close;先进稳定控制阀关闭;
EC/HG Open;先进稳定控制阀开启;
EC/HG VLV Actual Pos Per;先进稳定控制阀实际位置;
EC/HG VLV Actual mA;先进稳定控制阀反馈实际电流;
EC/HG VLV Calib Enable;先进稳定控制阀校准激活;
EC/HG VLV Calib Status;先进稳定控制阀校准状态;
EC/HG VLV Change Flag;先进稳定控制阀动作;
EC/HG VLV Close IGV1 Pos;关先进稳定控制阀导叶1位置;
EC/HG VLV Close;先进稳定控制阀关闭;
EC/HG VLV Current FB;先进稳定控制阀反馈电流;
EC/HG VLV Forced %;先进稳定控制阀强制开度;
EC/HG VLV Forced Tgt;先进稳定控制阀强制位置;
EC/HG VLV Forced;先进稳定控制阀强制;
EC/HG VLV Fully Close;先进稳定控制阀全关;
EC/HG VLV Fully Open;先进稳定控制阀全开;
EC/HG VLV Low Load DB;先进稳定控制阀低负荷死区;
EC/HG VLV Open IGV1 Pos;开先进稳定控制阀导叶1位置;
EC/HG VLV Open;先进稳定控制阀开启;
EC/HG VLV Output mA;先进稳定控制阀输出电流;
EC/HG VLV Position;先进稳定控制阀位置;
EC/HG VLV Startup OK;启动时先进稳定控制阀位置通过;
EC/HG VLV Status;先进稳定控制阀状态;
EC/HG VLV Step Surge;先进稳定控制阀防喘振动作步长;
EC/HG VLV Target Per;先进稳定控制阀目标位置;
EC/HG VLV Target Pos;先进稳定控制阀目标位置;
EC/HG VLV mA 0%;先进稳定控制阀反馈电流值0%;
EC/HG VLV mA 100%;先进稳定控制阀反馈电流值100%;
EC/HG Valve Option;先进稳定控制阀选项;
EC/HG Valve Selection;先进稳定控制阀模式选择;
ECDW Press Calibration;冷却水进水压力校准激活;
ECDW Sensor Raw Temp;冷却水进水温度传感器读数;
ECDW Sensor Type;冷却水进水温度传感器类型;
ECDW Temperature Offset;冷却水进水温度传感器校准量;
ECO DMP VLV Act Delay;经济器调节阀动作延时;
ECO DMP VLV Act Delta T;经济器调节阀动作温差;
ECO DMP VLV Actual Pos;经济器调节阀实际位置;
ECO DMP VLV Actual mA;经济器调节阀反馈实际电流;
ECO DMP VLV Calib Enable;经济器调节阀校准激活;
ECO DMP VLV Calib Status;经济器调节阀校准状态;
ECO DMP VLV Change Delta;经济器调节阀位置改变量;
ECO DMP VLV Close DB;经济器调节阀关闭死区;
ECO DMP VLV Close;经济器调节阀关闭;
ECO DMP VLV Current FB;经济器调节阀反馈电流;
ECO DMP VLV Fault Time;经济器调节阀故障计时;
ECO DMP VLV Force Tgt;经济器调节阀强制位置;
ECO DMP VLV Force;经济器调节阀强制;
ECO DMP VLV Forced %;经济器调节阀强制开度;
ECO DMP VLV Full Close;经济器调节阀全关;
ECO DMP VLV Full Open;经济器调节阀全开;
ECO DMP VLV Gain;经济器调节阀增益;
ECO DMP VLV Max Pos;经济器调节阀最大开度;
ECO DMP VLV Min Pos;经济器调节阀最小开度;
ECO DMP VLV Open DB;经济器调节阀开启死区;
ECO DMP VLV Open;经济器调节阀开启;
ECO DMP VLV Out Interval;经济器调节阀输出间隔;
ECO DMP VLV Output mA;经济器调节阀输出电流;
ECO DMP VLV Pos;经济器调节阀位置;
ECO DMP VLV Speed Step;经济器调节阀动作步长;
ECO DMP VLV Startup OK;启动时经济器调节阀位置通过;
ECO DMP VLV Status;经济器调节阀状态;
ECO DMP VLV Target Per;经济器调节阀目标位置;
ECO DMP VLV Tgt Pos;经济器调节阀目标位置;
ECO DMP VLV Type;经济器调节阀类型;
ECO DMP VLV mA 0%;经济器调节阀反馈电流值0%;
ECO DMP VLV mA 100%;经济器调节阀反馈电流值100%;
ECO Isolation VLV;经济器隔离阀;
ECO LBP VLV Evap Appro;经济器液路旁通阀蒸发器换热温差;
ECO LBP VLV Limit;经济器液路旁通阀最大开度;
ECO LBP VLV Option;经济器液路旁通阀选项;
ECO LBP VLV Target;经济器液路旁通阀目标位置;
ECO LBP VLV Temp Band;经济器液路旁通阀温度带;
ECO LBP VLV Temp Diff;经济器液路旁通阀温度差;
ECO LBP VLV mA;经济器液路旁通阀输出电流;
ECO LBP VLV off DSH;关闭液路旁通阀排气过热度偏移量;
ECO Liquid Bypass VLV;经济器液路旁通阀;
ECO Liquid Bypass Valve;经济器液路旁通阀;
ECO Pres Trans Volts;经济器压力反馈电压;
ECO Press Calibration;经济器压力校准激活;
ECO Vapor SV;气源控制阀;
ECW Press Calibration;冷水进水压力校准激活;
ECW Sensor Raw Temp;冷水进水温度传感器读数;
ECW Sensor Type;冷水进水温度传感器类型;
ECW Temperature Offset;冷水进水温度传感器校准量;
ENTERING;开始;
ERROR - Invalid inputs;错误-输入无效;
ERROR - Invalid interface;错误-网口名称错误;
ERROR - Invalid server;错误-服务器地址无效;
EWT Control Option;进水温度控制;
Earth Fault;接地故障;
Eaton VFD = 4;伊顿变频器 = 4;
Economizer Isolation VLV;经济器隔离阀;
Economizer Pressure;经济器压力;
Economizer Status;经济器状态;
Economizer Valve Type;调节阀设备类型;
Emergency Stop Contact;紧急停机触点;
Enable Excessive Starts;频繁启动生效;
Enable;启用;
End Date should be greater than Start Date;结束日期必须大于起始日期;
End Date;结束日期;
End date should be greater than Start date.;结束时间必须大于起始时间;
End of Curve;曲线结束;
End;结束;
English ;简体中文;
English;English;
Enter Duration;输入持续时间;
Enter Time;输入时间;
Enter Water Temp Reset;进水温度偏移量;
Entering Chilled Water P;冷水进水压力;
Entering Chilled Water;冷水进水温度;
Entering Cond Water Pres;冷却水进水压力;
Entering Condenser Water;冷却水进水温度;
Entering Water Change DT;进水温度改变量;
Envelope Control - Acts Before Recycle Shutdown;先进稳定控制-再循环关机前动作;
Envelope Control - Delta Tx;先进稳定控制 - Delta Tx;
Envelope Control - Forced;先进稳定控制-强制;
Envelope Control - Low Load Application;先进稳定控制-低负荷运行;
Envelope Control - Surge Correction;先进稳定控制-喘振纠正;
Envelope Control Mode;先进稳定控制模式;
Envelope Control Status;先进稳定控制状态;
Envelope Control Type;先进稳定控制类型;
Envelope Control Valve Calibration;先进稳定控制阀校准;
Envelope Control Valve;先进稳定控制阀;
Envelope Line/HG Opt.;先进稳定曲线优化中;
Error  ;错误;
Error!;错误!;
Error;未启用;
Ethernet Configuration;网络配置;
Evap App Calc Selection;蒸发器换热温差计算方式;
Evap Approach Alert;蒸发器换热温差警告;
Evap CV (DV Lube Sled);蒸发器控制阀;
Evap Design Approach;蒸发器换热温差设计值;
Evap Drain CV Tgt;蒸发器回液控制阀强制值;
Evap Drain CV;蒸发器回液控制阀;
Evap Enter Water Volts;冷水进水压力反馈电压;
Evap Entering Water P;冷水进水压力;
Evap Flow Delta P Cutout;蒸发器流量压差跳断值;
Evap Flow Rate Baseline;蒸发器水流量基准值;
Evap Leave Water Volts;冷水出水压力反馈电压;
Evap Leaving Water P;冷水出水压力;
Evap Liquid Temp Opt;蒸发器制冷剂温度选项;
Evap Override Delta T;蒸发器优先控制温差;
Evap Pres Drop Baseline;蒸发器水压降基准值;
Evap Pres Trans Volts;蒸发器压力反馈电压;
Evap Press Calibration;蒸发器压力校准激活;
Evap Pump Req Diagnostic;诊断要求冷水水泵启动;
Evap Pump Req Frozen;冻结要求冷水水泵启动;
Evap Pump Req Pumpdown;泵出要求冷水水泵启动;
Evap Pump Req Shutdown;关机要求冷水水泵启动;
Evap Pump Req Startup;启动要求冷水水泵启动;
Evap Refrig Liquid Temp;蒸发器制冷剂液体温度;
Evap Refrig Trippoint;蒸发器制冷剂温度跳断值;
Evap Sat  Refrig Temp;饱和蒸发温度;
Evap Sat Override Temp;蒸发器饱和优先控制温度;
Evap Sat Refrig Temp;饱和蒸发温度;
Evap Sat Temp @Shutdown;断电时蒸发器饱和温度;
Evap Valve (Ref Lube);蒸发器控制阀;
Evap Water Flow Switch;冷水水流量开关;
Evaporator Approach;蒸发器换热温差;
Evaporator CV Force;蒸发器控制阀强制;
Evaporator CV Forced Tgt;蒸发器控制阀强制位置;
Evaporator Drain Valve;蒸发器回液控制阀;
Evaporator Frozen;蒸发器冻结;
Evaporator Pressure;蒸发器压力;
Evaporator Status;蒸发器状态;
Expiration Date;到期日期;
Expiration period:;设置密码时效：;
Expires in:;失效时间：;
Export Data;导出数据;
Export Developer Data;导出系统日志;
Export technical Data;导出服务数据;
FAIL;失效;
FS VFD with ISM = 1;ISM非机载变频器 = 1;
Factory Login ;工厂登录;
Factory Login Rolling;滚动密码工厂登录;
Factory Login Screen Rolling Web;滚动密码工厂登录界面网页;
Factory Login Screen Rolling;滚动密码工厂登录界面;
Factory Login Screen Special Web;特殊工厂登录界面网页;
Factory Login Screen Special;特殊工厂登录界面;
Factory Login Screen;工厂登录界面;
Factory Login Special;特殊密码工厂登录;
Factory Login has been blocked due to multiple incorrect login attempts;错误登录次数过多，该工厂等级登录暂时被禁止;
Factory Login will be unblocked in:;工厂级别登录解禁时间：;
Factory Rolling password ;工厂滚动密码;
Factory Special Password;工厂特殊密码;
Factory;工厂参数;
Failed or Not Started=0;失败或未启动=0;
Failed;失效;
False;假;
Fans Error;鼓风机错误;
Feb  ;二月;
February;二月;
FieldBus Fault;现场总线故障;
Fire Security Interlock;火警安防互锁;
Folder already exists for this Chiller name;文件夹已存在，请重命名机组名称;
Français;Français;
Free Cool Start Switch;自然冷却启动开关;
Free Cooling Mode;自然冷却模式;
Free Cooling Option;自然冷却选项;
Free Cooling VLV;自然冷却电动阀;
Free Cooling Valve;自然冷却电动阀;
Free Cooling in Progress;自然冷却进行中;
Free Flash Percentage;可用存储百分比;
Free RAM Memory;可用内存;
Freecool;自然冷却;
Freeze Release;解除锁定;
Frequency Fault;频率故障;
Frequency of Sync;同步频率;
Frequency out of Range;频率超出范围;
Frequency(N=50Hz Y=60Hz);频率 (否=50Hz 是=60Hz);
Fri;五;
Friday;周五;
Full Volt=0, Redu Volt=1;全电压=0,降电压=1;
GDCB  Cmd Fdb;GDCB命令反馈状态;
GDCB 1A Status;GDCB 1A状态;
GDCB 1B Status;GDCB 1B状态;
GDCB 2A Status;GDCB 2A状态;
GDCB 2B Status;GDCB 2B状态;
GDCB Startup Delay;GDCB启动延时;
GF CT Ratio 150:1;接地故障互感器变比150:1;
GO  ;开始;
GO;出发;
GV Jumpover Delay;导叶跨跳延迟;
GV Jumpover Option;导叶跨跳选项;
GV Jumpover Range;导叶跨跳范围;
GV Opening 1;导叶开度1;
GV Opening 2;导叶开度2;
GV1 Calibration Enable;导叶1校准激活;
GV1 Calibration Status;导叶1校准状态;
GV1 Change Flag;导叶1位置改变标志;
GV1 Close Step Surge;喘振保护导叶1关闭步长;
GV1 Closure at Startup;开机时导叶1目标位置;
GV1 Control Type;导叶1控制类型;
GV1 Forced Pos;导叶1强制位置;
GV1 Forced;导叶1强制;
GV1 Pos Change Delta;导叶1位置改变量;
GV1 Pos Feedback;导叶1反馈实际电流;
GV1 Pos Load @25%;导叶1位置负荷25%;
GV1 Pos Load @50%;导叶1位置负荷50%;
GV1 Pos Load @75%;导叶1位置负荷75%;
GV1 Pos at Startup OK;启动时导叶1位置检查通过;
GV1 Position @Shutdown;断电时导叶1位置;
GV1 Travel Limit;导叶1开度限制值;
GV1/SRD Joint Test;导叶1/扩压器联动测试;
GV2  Control Type;导叶2控制类型;
GV2 Calibration Enable;导叶2校准激活;
GV2 Calibration Status;导叶2校准状态;
GV2 Forced Pos;导叶2强制位置;
GV2 Forced;导叶2强制;
GV2 Pos Feedback;导叶2反馈实际电流;
GV2 Pos at Startup OK;启动时导叶2位置检查通过;
Gas Torque Factor;扭矩因数;
Gateway 1 Destination/ Mask;网关1 目的地址/子网掩码;
Gateway 1 IP;网关 IP;
Gateway 2  Destination/ Mask;网关2 目的地址/子网掩码;
Gateway 2 IP;网关 IP;
Gateway IP;网关 IP;
Gateway Soft Part Number;转换器软件版本号;
Gateway applied successfully;网关设置成功;
Gateway deleted;网关删除;
Gateway exists;网关已存在;
Gateway/DNS Config;网关/DNS配置;
General Parameters;一般参数;
General VFD;变频器通用配置;
General;一般配置;
Generated on:;生成时间：;
Grid Frequency;电网频率;
Grid Power Factor;源侧功率因数;
Grid THDia;源侧A相THDi;
Grid THDib;源侧B相THDi;
Grid THDic;源侧C相THDi;
Grid Voltage A;电源侧A相电压;
Grid Voltage B;电源侧B相电压;
